order_item_id,order_id,product_id,quantity,unit_price,discount,profit
65,30,9,1,112.42,0.0,60.47
66,31,68,1,641.3,0.0,265.49
67,32,33,1,354.06,0.3,37.75
68,33,23,1,195.19,0.0,55.51
69,34,33,1,354.06,0.2,73.16
70,35,23,1,195.19,0.1,35.99
71,36,184,2,730.61,0.2,510.88
72,36,96,2,1064.23,0.05,1145.9
73,36,3,3,589.12,0.1,351.8
74,36,128,1,337.88,0.0,166.33
75,37,79,1,64.7,0.05,21.79
76,37,168,2,426.06,0.1,382.33
77,37,46,1,393.07,0.0,159.95
78,37,37,1,413.44,0.0,226.17
79,37,113,1,1004.01,0.0,586.32
80,38,185,2,539.54,0.05,376.07
81,38,191,3,153.62,0.1,105.71
82,39,39,1,598.55,0.3,61.19
83,39,67,3,647.26,0.0,1131.42
84,40,105,1,553.41,0.15,130.16
85,40,137,2,407.84,0.0,438.66
86,41,172,1,725.55,0.0,388.31
87,41,47,1,460.0,0.2,170.34
88,41,101,2,276.22,0.2,77.95
89,42,179,1,127.27,0.0,42.29
90,42,103,3,358.44,0.25,223.47
91,42,40,2,1188.68,0.2,909.47
92,42,34,2,575.89,0.25,164.04
93,43,70,1,96.21,0.25,17.91
94,43,160,2,977.29,0.0,1062.88
95,44,164,1,246.2,0.0,63.94
96,44,54,1,1082.75,0.0,593.36
97,45,78,1,360.84,0.1,96.86
98,45,129,3,346.58,0.0,519.69
99,45,145,1,57.55,0.1,27.99
100,46,79,1,64.7,0.2,12.09
101,46,14,1,902.38,0.0,537.33
102,46,186,1,493.82,0.15,187.51
103,47,111,2,46.14,0.15,40.08
104,47,65,1,939.57,0.1,392.94
105,47,155,1,129.84,0.0,54.47
106,48,103,1,358.44,0.1,128.26
107,49,165,1,96.58,0.25,25.66
108,49,23,2,195.19,0.3,-6.09
109,49,197,1,103.44,0.3,-0.64
110,50,64,1,658.39,0.2,204.77
111,51,58,1,255.65,0.1,106.32
112,52,129,2,346.58,0.3,138.51
113,52,46,1,393.07,0.2,81.34
114,53,104,2,713.08,0.0,821.86
115,53,67,1,647.26,0.0,377.14
116,54,12,1,336.42,0.15,103.57
117,54,47,1,460.0,0.1,216.34
118,54,24,1,20.82,0.0,9.51
119,55,8,1,945.14,0.2,314.75
120,56,157,2,208.01,0.3,-16.37
121,57,62,1,285.98,0.3,55.69
122,57,128,1,337.88,0.0,166.33
123,58,16,3,44.1,0.05,28.79
124,59,115,1,265.0,0.0,146.43
125,60,71,1,715.66,0.0,375.97
126,61,122,2,805.87,0.05,879.37
127,62,177,1,457.66,0.0,219.4
128,63,120,1,79.56,0.2,20.19
129,63,196,1,366.82,0.0,167.51
130,64,194,3,632.39,0.15,793.65
131,64,100,1,644.39,0.0,335.98
132,64,40,2,1188.68,0.1,1147.2
133,64,195,1,337.1,0.1,114.08
134,65,163,1,103.04,0.15,38.35
135,65,120,2,79.56,0.0,72.2
136,65,135,1,786.28,0.25,255.36
137,66,87,1,625.37,0.0,368.49
138,66,136,1,928.76,0.0,511.4
139,67,174,1,528.99,0.0,131.71
140,67,114,1,397.92,0.25,74.96
141,68,15,1,184.07,0.0,62.6
142,68,184,2,730.61,0.0,803.12
143,69,142,1,331.65,0.25,99.06
144,69,177,3,457.66,0.0,658.2
145,70,52,1,996.94,0.2,369.9
146,71,126,2,239.83,0.3,72.98
147,72,87,2,625.37,0.0,736.98
148,73,108,2,268.2,0.0,316.06
149,73,144,1,378.77,0.1,127.59
150,74,173,2,762.12,0.15,497.78
151,74,186,2,493.82,0.25,276.25
152,75,129,1,346.58,0.1,138.57
153,75,9,1,112.42,0.0,60.47
154,75,4,1,487.11,0.2,166.3
155,75,44,3,675.55,0.0,790.44
156,76,32,1,198.1,0.2,59.55
157,76,101,1,276.22,0.25,25.17
158,76,150,1,561.25,0.25,148.27
159,76,10,1,303.24,0.25,-2.18
160,76,99,1,938.5,0.15,392.19
161,77,159,1,413.67,0.05,208.07
162,78,94,2,98.59,0.0,111.38
163,78,179,1,127.27,0.0,42.29
164,79,105,1,553.41,0.0,213.17
165,79,77,1,512.73,0.0,302.75
166,79,38,1,122.11,0.15,29.59
167,80,167,1,457.26,0.1,224.08
168,81,41,2,770.66,0.0,607.32
169,81,73,1,675.15,0.05,314.04
170,81,55,1,73.39,0.1,33.51
171,81,180,1,679.52,0.1,187.06
172,82,57,1,892.48,0.0,455.77
173,82,7,2,426.24,0.0,348.06
174,83,81,1,1109.89,0.15,448.89
175,83,59,2,509.48,0.2,131.11
176,83,12,1,336.42,0.15,103.57
177,84,183,1,552.79,0.2,27.86
178,84,141,2,761.48,0.05,798.45
179,84,100,1,644.39,0.15,239.32
180,85,141,1,761.48,0.0,437.3
181,86,31,1,647.79,0.25,193.48
182,86,195,1,337.1,0.0,147.79
183,87,150,2,561.25,0.0,577.16
184,87,109,1,30.29,0.05,14.99
185,88,83,2,26.54,0.0,30.3
186,88,191,1,153.62,0.0,50.6
187,89,127,1,811.48,0.15,229.97
188,89,85,2,254.51,0.25,44.46
189,89,26,1,426.48,0.15,144.19
190,89,35,1,85.19,0.0,32.04
191,90,164,2,246.2,0.25,4.78
192,90,12,1,336.42,0.2,86.75
193,91,76,2,646.8,0.2,439.28
194,92,95,1,566.3,0.25,142.1
195,92,198,1,205.5,0.0,97.96
196,92,72,1,635.61,0.25,136.04
197,93,118,1,977.75,0.3,208.29
198,94,93,2,302.38,0.25,25.91
199,94,99,1,938.5,0.05,486.03
200,95,186,1,493.82,0.25,138.12
201,95,16,1,44.1,0.05,9.59
202,96,199,2,391.08,0.1,175.0
203,96,48,2,1112.65,0.1,1014.13
204,97,84,1,574.58,0.0,173.31
205,97,181,1,516.5,0.0,245.1
206,98,86,2,90.41,0.2,13.28
207,98,67,1,647.26,0.2,247.69
208,99,116,3,620.36,0.25,616.17
209,99,48,1,1112.65,0.1,507.07
210,99,143,1,588.29,0.25,24.01
211,99,133,1,893.47,0.2,240.42
212,99,77,1,512.73,0.0,302.75
213,100,18,1,136.63,0.15,15.8
214,100,181,1,516.5,0.3,90.15
215,101,103,1,358.44,0.0,164.1
216,101,122,1,805.87,0.3,238.22
217,101,107,1,447.92,0.3,45.34
218,101,178,2,243.89,0.0,289.46
219,101,36,1,539.05,0.0,124.84
220,102,133,1,893.47,0.05,374.44
221,102,134,1,347.96,0.15,140.83
222,102,101,2,276.22,0.05,160.82
223,103,89,2,653.72,0.3,222.83
224,104,155,1,129.84,0.2,28.5
225,104,198,2,205.5,0.15,134.27
226,104,38,1,122.11,0.25,17.38
227,104,122,1,805.87,0.1,399.39
228,105,81,1,1109.89,0.15,448.89
229,105,50,1,601.36,0.0,145.24
230,105,175,2,434.86,0.3,-10.9
231,106,119,2,807.42,0.15,722.47
232,106,128,1,337.88,0.2,98.75
233,107,151,2,494.49,0.3,69.77
234,107,181,1,516.5,0.0,245.1
235,107,8,1,945.14,0.2,314.75
236,107,62,2,285.98,0.0,282.96
237,108,53,1,38.13,0.0,10.54
238,108,47,1,460.0,0.0,262.34
239,109,28,1,150.83,0.25,42.19
240,109,195,2,337.1,0.25,127.03
241,110,31,1,647.79,0.0,355.43
242,110,126,1,239.83,0.1,84.46
243,111,140,1,660.28,0.1,325.79
244,112,142,1,331.65,0.3,82.47
245,113,96,1,1064.23,0.0,626.16
246,114,149,1,60.25,0.0,26.85
247,114,3,1,589.12,0.0,176.18
248,114,54,2,1082.75,0.3,537.07
249,115,69,1,596.14,0.2,97.38
250,116,20,1,82.67,0.3,6.13
251,117,19,1,500.02,0.0,249.06
252,118,21,2,685.17,0.0,590.16
253,118,103,2,358.44,0.0,328.2
254,118,50,2,601.36,0.1,170.21
255,118,115,1,265.0,0.05,133.18
256,119,118,1,977.75,0.1,403.85
257,120,58,2,255.65,0.25,135.94
258,120,29,1,452.96,0.1,183.16
259,121,111,1,46.14,0.05,24.65
260,121,62,3,285.98,0.0,424.44
261,121,143,2,588.29,0.15,165.67
262,122,41,2,770.66,0.3,144.92
263,123,179,1,127.27,0.05,35.93
264,123,155,1,129.84,0.0,54.47
265,124,127,2,811.48,0.0,703.38
266,124,47,2,460.0,0.05,478.68
267,124,139,1,679.43,0.0,337.06
268,124,23,1,195.19,0.2,16.47
269,124,41,1,770.66,0.2,149.53
270,125,116,1,620.36,0.0,360.48
271,125,102,1,163.8,0.0,84.28
272,125,166,1,162.25,0.1,66.07
273,126,53,1,38.13,0.15,4.82
274,126,151,1,494.49,0.0,183.23
275,127,140,1,660.28,0.0,391.82
276,127,112,1,271.23,0.25,51.56
277,128,193,1,55.42,0.0,21.58
278,128,106,1,221.41,0.0,105.78
279,128,6,1,703.95,0.0,261.95
280,128,44,1,675.55,0.0,263.48
281,128,12,2,336.42,0.1,240.78
282,129,61,1,250.73,0.0,124.5
283,129,159,1,413.67,0.0,228.75
284,129,9,2,112.42,0.15,87.21
285,129,72,3,635.61,0.05,789.48
286,130,2,3,326.77,0.05,390.9
287,131,11,2,584.44,0.15,322.87
288,131,40,1,1188.68,0.0,692.47
289,132,187,1,223.02,0.15,79.6
290,133,184,1,730.61,0.0,401.56
291,134,104,1,713.08,0.3,197.01
292,135,73,1,675.15,0.05,314.04
293,135,178,1,243.89,0.0,144.73
294,135,54,1,1082.75,0.05,539.22
295,136,42,1,344.56,0.0,110.73
296,136,152,2,83.35,0.0,80.38
297,137,192,1,52.0,0.05,28.04
298,137,190,1,527.6,0.1,259.95
299,138,24,1,20.82,0.15,6.39
300,138,42,2,344.56,0.2,83.64
301,138,149,1,60.25,0.0,26.85
302,139,31,1,647.79,0.25,193.48
303,139,37,1,413.44,0.15,164.15
304,139,63,1,996.53,0.0,578.44
305,139,128,2,337.88,0.2,197.51
306,139,103,1,358.44,0.1,128.26
307,140,145,2,57.55,0.15,50.21
308,140,53,1,38.13,0.0,10.54
309,141,47,1,460.0,0.05,239.34
310,141,102,1,163.8,0.15,59.71
311,142,103,1,358.44,0.2,92.41
312,143,71,1,715.66,0.3,161.27
313,143,122,1,805.87,0.2,318.81
314,143,82,1,676.62,0.0,379.29
315,143,39,2,598.55,0.0,481.52
316,144,159,1,413.67,0.05,208.07
317,144,109,1,30.29,0.0,16.5
318,144,31,1,647.79,0.3,161.09
319,145,81,1,1109.89,0.0,615.37
320,145,36,1,539.05,0.05,97.89
321,145,70,2,96.21,0.15,55.06
322,145,16,1,44.1,0.0,11.8
323,146,185,2,539.54,0.0,430.02
324,147,27,1,88.29,0.0,49.07
325,147,77,1,512.73,0.25,174.57
326,148,152,1,83.35,0.1,31.86
327,148,119,1,807.42,0.0,482.35
328,149,190,2,527.6,0.0,625.42
329,149,65,3,939.57,0.3,615.09
330,150,182,1,192.42,0.15,69.67
331,150,66,2,89.6,0.3,17.1
332,151,152,2,83.35,0.0,80.38
333,151,47,1,460.0,0.3,124.34
334,151,189,1,338.32,0.0,108.02
335,152,163,2,103.04,0.05,97.32
336,152,98,3,357.22,0.05,473.4
337,153,151,1,494.49,0.15,109.06
338,153,143,2,588.29,0.0,342.16
339,153,111,1,46.14,0.25,15.43
340,154,171,1,162.85,0.3,43.9
341,154,75,1,141.06,0.3,22.26
342,154,111,2,46.14,0.15,40.08
343,155,136,1,928.76,0.15,372.09
344,155,50,1,601.36,0.25,-5.1
345,155,190,1,527.6,0.0,312.71
346,156,131,1,859.46,0.25,236.14
347,157,150,2,561.25,0.15,408.78
348,158,56,1,232.67,0.15,68.11
349,158,200,2,223.07,0.0,266.88
350,159,101,1,276.22,0.0,94.22
351,159,44,2,675.55,0.0,526.96
352,159,143,2,588.29,0.3,-10.81
353,160,187,2,223.02,0.2,136.89
354,161,77,1,512.73,0.3,148.93
355,162,151,1,494.49,0.0,183.23
356,162,195,1,337.1,0.0,147.79
357,163,44,1,675.55,0.0,263.48
358,163,42,1,344.56,0.0,110.73
359,163,63,1,996.53,0.2,379.13
360,163,71,1,715.66,0.25,197.06
361,164,105,1,553.41,0.1,157.83
362,165,88,1,575.98,0.0,341.54
363,165,14,1,902.38,0.1,447.09
364,165,149,1,60.25,0.0,26.85
365,165,93,2,302.38,0.0,177.1
366,166,195,1,337.1,0.05,130.94
367,167,196,1,366.82,0.0,167.51
368,168,77,2,512.73,0.0,605.5
369,169,152,1,83.35,0.0,40.19
370,170,108,1,268.2,0.25,90.98
371,170,6,1,703.95,0.15,156.36
372,170,136,1,928.76,0.2,325.65
373,171,176,2,378.49,0.0,334.4
374,172,112,1,271.23,0.05,105.81
375,172,34,2,575.89,0.15,279.21
376,173,147,1,743.61,0.25,246.19
377,174,70,1,96.21,0.25,17.91
378,175,169,1,190.02,0.05,48.21
379,175,38,3,122.11,0.05,125.41
380,175,58,2,255.65,0.0,263.76
381,176,159,1,413.67,0.0,228.75
382,177,77,1,512.73,0.1,251.48
383,177,36,2,539.05,0.1,141.87
384,177,52,1,996.94,0.05,519.44
385,177,184,1,730.61,0.25,218.91
386,177,26,1,426.48,0.2,122.86
387,178,123,2,465.22,0.0,456.98
388,178,108,1,268.2,0.05,144.62
389,179,155,1,129.84,0.0,54.47
390,179,75,2,141.06,0.2,72.74
391,179,47,2,460.0,0.25,294.68
392,180,88,1,575.98,0.25,197.55
393,180,26,1,426.48,0.0,208.16
394,181,127,1,811.48,0.0,351.69
395,181,159,1,413.67,0.0,228.75
396,181,158,1,652.92,0.0,390.38
397,182,57,1,892.48,0.1,366.52
398,183,20,1,82.67,0.1,22.66
399,183,197,1,103.44,0.15,14.87
400,183,128,2,337.88,0.3,129.93
401,184,147,1,743.61,0.0,432.09
402,184,66,1,89.6,0.1,26.47
403,184,115,2,265.0,0.15,213.36
404,185,97,1,232.31,0.0,69.21
405,185,195,1,337.1,0.25,63.52
406,185,36,1,539.05,0.3,-36.88
407,186,181,1,516.5,0.0,245.1
408,186,69,3,596.14,0.0,649.83
409,187,59,2,509.48,0.15,182.06
410,187,129,1,346.58,0.1,138.57
411,188,101,2,276.22,0.05,160.82
412,189,152,1,83.35,0.0,40.19
413,189,155,1,129.84,0.05,47.98
414,190,20,1,82.67,0.0,30.93
415,190,68,1,641.3,0.2,137.23
416,191,76,1,646.8,0.3,154.96
417,191,57,1,892.48,0.05,411.15
418,191,117,1,97.02,0.2,17.25
419,192,22,1,396.08,0.15,48.04
420,192,139,2,679.43,0.1,538.23
421,192,193,2,55.42,0.25,15.45
422,193,100,2,644.39,0.2,414.2
423,194,18,1,136.63,0.0,36.29
424,194,95,1,566.3,0.3,113.79
425,195,147,1,743.61,0.25,246.19
426,195,9,2,112.42,0.0,120.94
427,195,16,1,44.1,0.0,11.8
428,196,133,1,893.47,0.0,419.11
429,197,167,1,457.26,0.05,246.95
430,197,144,1,378.77,0.2,89.72
431,197,99,1,938.5,0.0,532.96
432,198,64,1,658.39,0.2,204.77
433,199,63,1,996.53,0.25,329.31
434,199,55,1,73.39,0.05,37.18
435,200,104,1,713.08,0.0,410.93
436,201,35,2,85.19,0.2,30.0
437,201,47,1,460.0,0.25,147.34
438,202,165,1,96.58,0.3,20.84
439,202,72,1,635.61,0.3,104.26
440,202,199,1,391.08,0.05,107.06
441,202,21,1,685.17,0.15,192.3
442,203,12,2,336.42,0.2,173.49
443,203,100,1,644.39,0.0,335.98
444,203,121,1,85.94,0.3,13.81
445,204,103,2,358.44,0.15,220.67
446,204,7,2,426.24,0.1,262.81
447,204,190,1,527.6,0.0,312.71
448,205,178,1,243.89,0.3,71.56
449,205,117,1,97.02,0.0,36.65
450,205,16,1,44.1,0.2,2.98
451,206,114,1,397.92,0.0,174.44
452,206,8,2,945.14,0.0,1007.56
453,206,105,1,553.41,0.0,213.17
454,207,174,1,528.99,0.0,131.71
455,207,4,2,487.11,0.3,235.17
456,208,21,2,685.17,0.0,590.16
457,208,173,1,762.12,0.3,134.57
458,208,146,1,69.07,0.15,29.94
459,209,197,1,103.44,0.0,30.39
460,209,53,1,38.13,0.1,6.73
461,209,198,1,205.5,0.0,97.96
462,209,60,1,643.64,0.1,231.03
463,209,119,1,807.42,0.05,441.98
464,210,152,3,83.35,0.05,108.07
465,210,138,3,454.06,0.0,547.17
466,210,176,1,378.49,0.05,148.28
467,211,78,1,360.84,0.1,96.86
468,211,176,1,378.49,0.2,91.5
469,211,164,1,246.2,0.2,14.7
470,211,154,1,679.28,0.0,282.91
471,211,178,1,243.89,0.3,71.56
472,212,1,1,584.36,0.3,57.43
473,212,95,1,566.3,0.1,227.05
474,213,132,2,590.43,0.1,409.67
475,214,63,1,996.53,0.0,578.44
476,214,14,1,902.38,0.3,266.62
477,214,179,1,127.27,0.25,10.47
478,215,2,1,326.77,0.1,113.96
479,215,99,1,938.5,0.0,532.96
480,216,166,1,162.25,0.0,82.29
481,216,136,1,928.76,0.1,418.52
482,217,149,2,60.25,0.3,17.55
483,217,186,1,493.82,0.0,261.58
484,217,169,1,190.02,0.25,10.21
485,217,37,2,413.44,0.0,452.34
486,218,154,1,679.28,0.1,214.98
487,218,40,1,1188.68,0.0,692.47
488,219,132,1,590.43,0.0,263.88
489,220,17,1,79.24,0.0,18.97
490,220,117,1,97.02,0.2,17.25
491,221,167,1,457.26,0.1,224.08
492,221,198,2,205.5,0.15,134.27
493,222,8,1,945.14,0.3,220.24
494,222,170,1,222.94,0.15,51.23
495,222,5,3,544.75,0.0,920.88
496,223,120,1,79.56,0.0,36.1
497,223,162,1,551.2,0.0,330.2
498,224,152,1,83.35,0.2,23.52
499,224,176,2,378.49,0.0,334.4
500,225,104,1,713.08,0.0,410.93
501,225,101,1,276.22,0.0,94.22
502,225,34,1,575.89,0.0,225.99
503,226,163,2,103.04,0.2,66.4
504,226,194,1,632.39,0.1,296.17
505,227,56,1,232.67,0.2,56.48
506,228,48,1,1112.65,0.3,284.54
507,228,165,1,96.58,0.25,25.66
508,229,21,2,685.17,0.0,590.16
509,229,46,1,393.07,0.15,100.99
510,229,3,1,589.12,0.0,176.18
511,229,189,1,338.32,0.0,108.02
512,230,118,1,977.75,0.1,403.85
513,230,94,1,98.59,0.2,35.97
514,230,64,2,658.39,0.0,672.9
515,230,3,1,589.12,0.2,58.36
516,230,47,1,460.0,0.25,147.34
517,231,194,1,632.39,0.2,232.93
518,232,196,1,366.82,0.15,112.49
519,232,177,1,457.66,0.2,127.87
520,233,193,1,55.42,0.3,4.95
521,234,95,1,566.3,0.05,255.36
522,234,200,2,223.07,0.1,222.27
523,234,72,2,635.61,0.3,208.51
524,235,31,2,647.79,0.25,386.96
525,235,91,3,963.24,0.05,1253.12
526,236,71,1,715.66,0.0,375.97
527,236,183,3,552.79,0.0,415.26
528,237,10,1,303.24,0.25,-2.18
529,238,160,1,977.29,0.0,531.44
530,238,136,1,928.76,0.1,418.52
531,239,125,2,938.93,0.0,1063.12
532,239,171,2,162.85,0.1,152.95
533,240,135,1,786.28,0.0,451.93
534,241,145,1,57.55,0.0,33.74
535,241,159,3,413.67,0.2,438.05
536,241,33,1,354.06,0.15,90.86
537,241,3,1,589.12,0.0,176.18
538,241,99,1,938.5,0.3,251.41
539,242,83,2,26.54,0.25,17.03
540,243,103,2,358.44,0.25,148.98
541,243,143,1,588.29,0.15,82.84
542,243,132,2,590.43,0.2,291.59
543,243,119,1,807.42,0.0,482.35
544,244,135,1,786.28,0.3,216.05
545,245,65,1,939.57,0.3,205.03
546,245,156,2,726.59,0.0,814.08
547,245,64,1,658.39,0.0,336.45
548,245,25,1,653.92,0.0,299.46
549,246,18,1,136.63,0.0,36.29
550,247,169,2,190.02,0.0,115.42
551,247,179,2,127.27,0.0,84.58
552,247,120,3,79.56,0.1,84.43
553,248,170,2,222.94,0.0,169.34
554,248,59,1,509.48,0.0,167.45
555,248,9,1,112.42,0.3,26.74
556,249,127,2,811.48,0.3,216.49
557,249,83,1,26.54,0.0,15.15
558,249,39,1,598.55,0.3,61.19
559,250,84,1,574.58,0.0,173.31
560,250,172,2,725.55,0.0,776.62
561,251,3,1,589.12,0.0,176.18
562,252,47,1,460.0,0.05,239.34
563,253,125,3,938.93,0.2,1031.32
564,254,27,2,88.29,0.3,45.17
565,254,160,2,977.29,0.2,671.96
566,255,146,2,69.07,0.3,39.16
567,256,9,1,112.42,0.0,60.47
568,256,167,1,457.26,0.15,201.22
569,256,95,1,566.3,0.0,283.68
570,256,103,1,358.44,0.2,92.41
571,257,135,1,786.28,0.25,255.36
572,257,111,1,46.14,0.1,22.35
573,258,2,2,326.77,0.1,227.93
574,258,80,1,692.97,0.0,358.21
575,258,64,2,658.39,0.15,475.38
576,259,19,1,500.02,0.25,124.05
577,260,81,1,1109.89,0.25,337.9
578,260,104,1,713.08,0.05,375.28
579,260,25,1,653.92,0.0,299.46
580,261,90,1,120.0,0.0,37.32
581,261,16,2,44.1,0.0,23.6
582,262,38,2,122.11,0.0,95.82
583,262,178,1,243.89,0.3,71.56
584,262,86,1,90.41,0.05,20.2
585,262,160,1,977.29,0.05,482.58
586,262,191,1,153.62,0.0,50.6
587,263,80,1,692.97,0.0,358.21
588,263,71,2,715.66,0.25,394.11
589,263,115,1,265.0,0.25,80.18
590,264,137,2,407.84,0.15,316.31
591,264,107,3,447.92,0.0,539.16
592,264,33,1,354.06,0.25,55.46
593,265,20,2,82.67,0.0,61.86
594,265,200,2,223.07,0.0,266.88
595,266,177,1,457.66,0.05,196.52
596,266,143,3,588.29,0.0,513.24
597,266,200,2,223.07,0.15,199.96
598,266,92,1,565.89,0.15,117.8
599,266,23,1,195.19,0.1,35.99
600,267,19,1,500.02,0.15,174.06
601,268,89,2,653.72,0.0,615.06
602,268,140,1,660.28,0.25,226.75
603,269,184,2,730.61,0.2,510.88
604,270,64,1,658.39,0.2,204.77
605,270,155,1,129.84,0.25,22.01
606,270,171,2,162.85,0.0,185.52
607,271,3,1,589.12,0.0,176.18
608,272,82,1,676.62,0.0,379.29
609,272,80,3,692.97,0.05,970.68
610,272,31,1,647.79,0.3,161.09
611,273,21,2,685.17,0.0,590.16
612,274,151,2,494.49,0.0,366.46
613,274,98,1,357.22,0.15,122.08
614,274,101,2,276.22,0.3,22.71
615,275,176,1,378.49,0.0,167.2
616,275,72,1,635.61,0.3,104.26
617,276,39,1,598.55,0.15,150.98
618,276,101,1,276.22,0.2,38.98
619,277,112,2,271.23,0.05,211.62
620,278,185,1,539.54,0.0,215.01
621,278,61,2,250.73,0.25,123.63
622,278,88,1,575.98,0.0,341.54
623,278,107,1,447.92,0.3,45.34
624,279,196,1,366.82,0.3,57.46
625,279,197,1,103.44,0.0,30.39
626,279,111,1,46.14,0.0,26.96
627,279,125,3,938.93,0.0,1594.68
628,280,158,1,652.92,0.1,325.09
629,280,24,2,20.82,0.0,19.02
630,281,175,2,434.86,0.0,250.02
631,282,97,1,232.31,0.1,45.98
632,282,26,1,426.48,0.3,80.22
633,282,25,1,653.92,0.0,299.46
634,283,62,1,285.98,0.2,84.28
635,283,48,1,1112.65,0.25,340.17
636,283,169,2,190.02,0.0,115.42
637,284,81,1,1109.89,0.25,337.9
638,285,122,1,805.87,0.1,399.39
639,285,123,1,465.22,0.0,228.49
640,285,70,2,96.21,0.0,83.92
641,286,51,1,591.25,0.2,232.95
642,286,21,2,685.17,0.15,384.61
643,286,114,2,397.92,0.1,269.3
644,286,193,1,55.42,0.25,7.72
645,287,105,1,553.41,0.2,102.49
646,287,34,2,575.89,0.15,279.21
647,287,47,1,460.0,0.0,262.34
648,288,99,1,938.5,0.3,251.41
649,289,34,1,575.89,0.3,53.22
650,289,96,2,1064.23,0.0,1252.32
651,290,100,1,644.39,0.0,335.98
652,291,14,1,902.38,0.2,356.85
653,291,101,1,276.22,0.2,38.98
654,292,95,2,566.3,0.0,567.36
655,292,12,1,336.42,0.2,86.75
656,292,34,1,575.89,0.0,225.99
657,293,151,1,494.49,0.05,158.51
658,293,31,1,647.79,0.0,355.43
659,294,16,1,44.1,0.0,11.8
660,294,190,1,527.6,0.1,259.95
661,294,61,1,250.73,0.05,111.96
662,294,164,2,246.2,0.25,4.78
663,294,8,2,945.14,0.25,534.99
664,295,94,1,98.59,0.0,55.69
665,295,60,3,643.64,0.0,886.17
666,295,29,1,452.96,0.3,92.57
667,296,35,1,85.19,0.25,10.74
668,296,119,2,807.42,0.15,722.47
669,297,70,3,96.21,0.0,125.88
670,298,74,2,191.16,0.1,187.11
671,299,85,1,254.51,0.3,9.51
672,299,58,1,255.65,0.3,55.18
673,299,132,1,590.43,0.3,86.75
674,300,90,1,120.0,0.05,31.32
675,300,162,1,551.2,0.1,275.08
676,301,102,2,163.8,0.15,119.42
677,301,104,1,713.08,0.25,232.66
678,301,41,1,770.66,0.0,303.66
679,302,105,1,553.41,0.2,102.49
680,302,98,1,357.22,0.2,104.22
681,303,80,1,692.97,0.0,358.21
682,303,139,1,679.43,0.0,337.06
683,303,109,2,30.29,0.2,20.88
684,304,51,1,591.25,0.0,351.2
685,305,94,1,98.59,0.05,50.76
686,305,7,1,426.24,0.0,174.03
687,306,174,1,528.99,0.0,131.71
688,306,186,1,493.82,0.0,261.58
689,307,14,1,902.38,0.0,537.33
690,307,89,1,653.72,0.0,307.53
691,308,20,1,82.67,0.15,18.53
692,309,146,1,69.07,0.2,26.49
693,309,68,3,641.3,0.15,507.88
694,310,175,2,434.86,0.25,32.59
695,311,82,1,676.62,0.0,379.29
